CONCEPTICON_GLOSS	FREQUENCY	PRESENT	ABSENT
DONKEY	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; vanDort-2007-50
DOOR	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; vanDort-2007-50
FLOWER	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50	Hwang-2021-60; MorenoMartinez-2012-360; Shao-2016-327
FLY (INSECT)	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; Shao-2016-327; vanDort-2007-50
FOOT	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; Ramanujan-2019-158; vanDort-2007-50
GOAT	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; vanDort-2007-50
GRASSHOPPER	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50	Dunabeitia-2022-500; Hwang-2021-60; Shao-2016-327
HAND	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; Rogic-2013-346; vanDort-2007-50
HAT	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; vanDort-2007-50
KEY	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; vanDort-2007-50
KNIFE	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; vanDort-2007-50
LAMP	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; Ramanujan-2019-158; vanDort-2007-50
LEMON	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; Shao-2016-327; vanDort-2007-50
LOBSTER	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; Ramanujan-2019-158; vanDort-2007-50
MOUSE	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; vanDort-2007-50
TROUSERS	14	Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Hwang-2021-60; vanDort-2007-50
POTATO	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; Rogic-2013-346; vanDort-2007-50
ROOSTER	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Dunabeitia-2022-500; Hwang-2021-60; vanDort-2007-50
SHEEP	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; vanDort-2007-50
SHIRT	14	Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Hwang-2021-60; vanDort-2007-50
SHOE	14	Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Hwang-2021-60; vanDort-2007-50
SNAKE	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; Shao-2016-327; vanDort-2007-50
STAR	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; vanDort-2007-50
SWAN	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; vanDort-2007-50
VIOLIN	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; Ramanujan-2019-158; vanDort-2007-50
WINDOW	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; vanDort-2007-50
ZEBRA	14	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; Ramanujan-2019-158; vanDort-2007-50
PEACOCK	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50	Dunabeitia-2018-750; Dunabeitia-2022-500; MorenoMartinez-2012-360; Rogic-2013-346
WATERMELON	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Liu-2011-435; Rogic-2013-346; Shao-2016-327; vanDort-2007-50
SWING	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50	Dunabeitia-2018-750; Dunabeitia-2022-500; MorenoMartinez-2012-360; Zhong-2024-1286
PENGUIN	13	Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Ramanujan-2019-158; Shao-2016-327; vanDort-2007-50
ACCORDION	13	Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Ramanujan-2019-158; vanDort-2007-50
BELL	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Shao-2016-327; vanDort-2007-50
BELT	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Ramanujan-2019-158; vanDort-2007-50
BOTTLE	13	Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Hwang-2021-60; MorenoMartinez-2012-360; vanDort-2007-50
BOX	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Shao-2016-327; vanDort-2007-50
BUTTON	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Ramanujan-2019-158; vanDort-2007-50
CANNON	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; Ramanujan-2019-158; Shao-2016-327; vanDort-2007-50
CHERRY	13	Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Hwang-2021-60; Ramanujan-2019-158; vanDort-2007-50
CLOWN	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Ramanujan-2019-158; vanDort-2007-50
MAIZE	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Shao-2016-327; vanDort-2007-50
CROWN (OF HEAD)	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Shao-2016-327; vanDort-2007-50
DOLL	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; Liu-2011-435; Rogic-2013-346; vanDort-2007-50
FORK	13	Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Hwang-2021-60; Rogic-2013-346; vanDort-2007-50
FOX	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Shao-2016-327; vanDort-2007-50
HAIR (HEAD)	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Shao-2016-327; vanDort-2007-50
HEART	13	Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Hwang-2021-60; MorenoMartinez-2012-360; vanDort-2007-50
LEAF	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Shao-2016-327; vanDort-2007-50
LEG	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; Ramanujan-2019-158; Shao-2016-327; vanDort-2007-50
MONKEY	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; vanDort-2007-50
MOON	13	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Boukadi-2015-348; Hwang-2021-60; Shao-2016-327; vanDort-2007-50
MUSHROOM	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Shao-2016-327; vanDort-2007-50
NAIL (TOOL)	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Dunabeitia-2022-500; Hwang-2021-60; Shao-2016-327; vanDort-2007-50
NECKLACE	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Dunabeitia-2022-500; Hwang-2021-60; Shao-2016-327; vanDort-2007-50
NEEDLE (FOR SEWING)	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Shao-2016-327; vanDort-2007-50
ONION	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; Rogic-2013-346; Shao-2016-327; vanDort-2007-50
ORANGE (FRUIT)	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Dunabeitia-2022-500; Hwang-2021-60; Shao-2016-327; vanDort-2007-50
GROUNDNUT (PEANUT)	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Dunabeitia-2022-500; Hwang-2021-60; Rogic-2013-346; vanDort-2007-50
PENCIL	13	Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50	Bangalore-2022-180; Hwang-2021-60; Ramanujan-2019-158; Shao-2016-327
PEPPER	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Dunabeitia-2022-500; Hwang-2021-60; Shao-2016-327; vanDort-2007-50
PUMPKIN	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Shao-2016-327; vanDort-2007-50
RING	13	Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Dunabeitia-2022-500; Hwang-2021-60; vanDort-2007-50
SEAL	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Ramanujan-2019-158; vanDort-2007-50
SPOON	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Shao-2016-327; vanDort-2007-50
STRAWBERRY	13	Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Hwang-2021-60; Ramanujan-2019-158; vanDort-2007-50
SUN	13	Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Hwang-2021-60; Shao-2016-327; vanDort-2007-50
TELEPHONE	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Shao-2016-327; vanDort-2007-50
THUMB	13	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Hwang-2021-60; MorenoMartinez-2012-360; Shao-2016-327; vanDort-2007-50
TOMATO	13	Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286	Bangalore-2022-180; Hwang-2021-60; Rogic-2013-346; vanDort-2007-50
